view,context,shared_components,raw_checkboxes,raw_tables,raw_buttons,raw_visible_inputs,raw_selects,raw_textareas,pill_candidates,fixed_column_candidates
vendor/mail/text/table.blade.php,vendor,0,0,0,0,0,0,0,0,0
vendor/notifications/email.blade.php,vendor,3,0,0,0,0,0,0,0,0
vendor/pagination/bootstrap-4.blade.php,vendor,0,0,0,0,0,0,0,0,0
vendor/pagination/bootstrap-5.blade.php,vendor,0,0,0,0,0,0,0,0,0
vendor/pagination/default.blade.php,vendor,0,0,0,0,0,0,0,0,0
vendor/pagination/semantic-ui.blade.php,vendor,0,0,0,0,0,0,0,0,0
vendor/pagination/simple-bootstrap-4.blade.php,vendor,0,0,0,0,0,0,0,0,0
vendor/pagination/simple-bootstrap-5.blade.php,vendor,0,0,0,0,0,0,0,0,0
vendor/pagination/simple-default.blade.php,vendor,0,0,0,0,0,0,0,0,0
vendor/pagination/simple-tailwind.blade.php,vendor,0,0,0,0,0,0,0,0,0
vendor/pagination/tailwind.blade.php,vendor,0,0,0,0,0,0,0,0,0
workshop/feed.blade.php,browser,0,0,0,0,0,0,0,0,0
workshop/index.blade.php,browser,26,0,0,0,0,0,0,0,0
workshop/partials/recommendations.blade.php,browser,2,0,0,0,0,0,0,0,0
workshop/show.blade.php,browser,25,0,0,0,0,0,0,0,0
workshop/suburb.blade.php,browser,6,0,0,0,0,0,0,1,0
workshop/tickets/complete.blade.php,browser,7,0,0,0,0,0,0,0,0
workshop/tickets/details.blade.php,browser,10,0,0,0,0,0,0,0,0
workshop/tickets/partials/summary.blade.php,browser,2,0,0,0,0,0,0,0,0
workshop/tickets/payment.blade.php,browser,12,0,0,0,0,0,0,1,0
workshop/tickets/start.blade.php,browser,12,0,0,0,0,0,0,0,0
